"","unique_id","citekey","journal","stimulus_genre","model_category","stimulus_n","feature_n","participant_n","feature_source","feature_reduction_method","library_id","model_id","feature_id","data_id","experiment_id","dimension","measure","statistic","values","studyREF","model_class_id","stimulus_genre_mixed","journal_type","accuracy_converted_to_mcc","feature_n_complexity"
"59","zhang2017fe-various-regularizeddiscriminantanalysis-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","regularized discriminant analysis","dynamics","chinese","1","classification","mcc","mean",0.83,"Zhang et al 2017","Linear Methods","SingleGenre","Engineering",1,"Feature n < 30"
"60","zhang2017fe-various-regularizeddiscriminantanalysis-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","regularized discriminant analysis","dynamics","chinese","1","classification","mcc","median",NA,"Zhang et al 2017","Linear Methods","SingleGenre","Engineering",1,"Feature n < 30"
"61","zhang2017fe-various-lr-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","lr","dynamics","chinese","1","classification","mcc","mean",0.8,"Zhang et al 2017","Linear Methods","SingleGenre","Engineering",1,"Feature n < 30"
"62","zhang2017fe-various-lr-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","lr","dynamics","chinese","1","classification","mcc","median",NA,"Zhang et al 2017","Linear Methods","SingleGenre","Engineering",1,"Feature n < 30"
"63","zhang2017fe-various-knn-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","knn","dynamics","chinese","1","classification","mcc","mean",0.82,"Zhang et al 2017","Neural Nets","SingleGenre","Engineering",1,"Feature n < 30"
"64","zhang2017fe-various-knn-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","knn","dynamics","chinese","1","classification","mcc","median",0.8,"Zhang et al 2017","Neural Nets","SingleGenre","Engineering",1,"Feature n < 30"
"65","zhang2017fe-various-svm(polynomialkernel)-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","svm (polynomial kernel)","dynamics","chinese","1","classification","mcc","mean",0.774,"Zhang et al 2017","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n < 30"
"66","zhang2017fe-various-svm(polynomialkernel)-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","svm (polynomial kernel)","dynamics","chinese","1","classification","mcc","median",NA,"Zhang et al 2017","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n < 30"
"67","zhang2017fe-various-svm(linearkernel)-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","svm (linear kernel)","dynamics","chinese","1","classification","mcc","mean",0.814,"Zhang et al 2017","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n < 30"
"68","zhang2017fe-various-svm(linearkernel)-dynamics-chinese-1","zhang2017fe","   Multimedia Systems"," chinese pop  ","classification",171,8," 10; each song annotated by 10 participants  "," MA toolbox, mirtoolbox  "," Relief-F, CFS, Pearson correlation filter, Spearman correlation filter, information gain, gain-ratio   ","various","svm (linear kernel)","dynamics","chinese","1","classification","mcc","median",NA,"Zhang et al 2017","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n < 30"
"69","bai2016di-various-mars(fullfeaturespace)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","mars (full feature space)","mixed","mediaeval","1","classification","mcc","mean",0.61,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"70","bai2016di-various-mars(pca)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","mars (pca)","mixed","mediaeval","1","classification","mcc","mean",0.584,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"71","bai2016di-various-mars(relief)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","mars (relief)","mixed","mediaeval","1","classification","mcc","mean",0.6,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"72","bai2016di-various-svr(fullfeaturespace)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","svr (full feature space)","mixed","mediaeval","1","classification","mcc","mean",0.568,"Bai et al 2016","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 300"
"73","bai2016di-various-svr(pca)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","svr (pca)","mixed","mediaeval","1","classification","mcc","mean",0.584,"Bai et al 2016","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 300"
"74","bai2016di-various-svr(relief)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","svr (relief)","mixed","mediaeval","1","classification","mcc","mean",0.592,"Bai et al 2016","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 300"
"75","bai2016di-various-rbf(fullfeaturespace)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rbf (full feature space)","mixed","mediaeval","1","classification","mcc","mean",0.624,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"76","bai2016di-various-rbf(pca)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rbf (pca)","mixed","mediaeval","1","classification","mcc","mean",0.624,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"77","bai2016di-various-rbf(relief)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rbf (relief)","mixed","mediaeval","1","classification","mcc","mean",0.608,"Bai et al 2016","Kernel Smoothing, Additive and KNN","MultiGenre","Engineering",1,"Feature n > 300"
"78","bai2016di-various-rfr(fullfeaturespace)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rfr (full feature space)","mixed","mediaeval","1","classification","mcc","mean",0.568,"Bai et al 2016","Random Forests","MultiGenre","Engineering",1,"Feature n > 300"
"79","bai2016di-various-rfr(pca)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rfr (pca)","mixed","mediaeval","1","classification","mcc","mean",0.512,"Bai et al 2016","Random Forests","MultiGenre","Engineering",1,"Feature n > 300"
"80","bai2016di-various-rfr(relief)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rfr (relief)","mixed","mediaeval","1","classification","mcc","mean",0.584,"Bai et al 2016","Random Forests","MultiGenre","Engineering",1,"Feature n > 300"
"81","bai2016di-various-rnn(fullfeaturespace)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rnn (full feature space)","mixed","mediaeval","1","classification","mcc","mean",0.584,"Bai et al 2016","Neural Nets","MultiGenre","Engineering",1,"Feature n > 300"
"82","bai2016di-various-rnn(pca)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rnn (pca)","mixed","mediaeval","1","classification","mcc","mean",0.576,"Bai et al 2016","Neural Nets","MultiGenre","Engineering",1,"Feature n > 300"
"83","bai2016di-various-rnn(relief)-mixed-mediaeval-1","bai2016di","   INTERNATIONAL JOURNAL OF COGNITIVE INFORMATICS AND NATURAL INTELLIGENCE"," multi (pop of various genres)  ","regression",744,548," 10 per clip (100 qualified workers)  "," Daubechies, MIRToolbox, Sound Description toolbox  "," pca, reliefF  ","various","rnn (relief)","mixed","mediaeval","1","classification","mcc","mean",0.56,"Bai et al 2016","Neural Nets","MultiGenre","Engineering",1,"Feature n > 300"
"84","hu2022de-librosa-svm(radialbasisfunction)-mixed-gc14ux(imbalanced)-1","hu2022de","   APPLIED SCIENCES-BASEL"," multi  ","classification",956,231," 30  "," Librosa  "," none  ","librosa","svm (radial basis function)","mixed","gc14ux (imbalanced)","1","arousal","mcc","acc",0.7138,"Hu et al 2022","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 30 & < 300"
"85","hu2022de-librosa-svm(radialbasisfunction)-mixed-gc14ux(imbalanced)-1","hu2022de","   APPLIED SCIENCES-BASEL"," multi  ","classification",956,231," 30  "," Librosa  "," none  ","librosa","svm (radial basis function)","mixed","gc14ux (imbalanced)","1","valence","mcc","acc",0.5474,"Hu et al 2022","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 30 & < 300"
"86","hu2022de-librosa-svm(radialbasisfunction)-mixed-gc14ux(resampled)-1","hu2022de","   APPLIED SCIENCES-BASEL"," multi  ","classification",956,231," 30  "," Librosa  "," none  ","librosa","svm (radial basis function)","mixed","gc14ux (resampled)","1","arousal","mcc","acc",0.7293,"Hu et al 2022","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 30 & < 300"
"87","hu2022de-librosa-svm(radialbasisfunction)-mixed-gc14ux(resampled)-1","hu2022de","   APPLIED SCIENCES-BASEL"," multi  ","classification",956,231," 30  "," Librosa  "," none  ","librosa","svm (radial basis function)","mixed","gc14ux (resampled)","1","valence","mcc","acc",0.5809,"Hu et al 2022","Flexible Discriminants","MultiGenre","Engineering",1,"Feature n > 30 & < 300"
"88","zhang2016br-various-l1logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 logistic regression","intensity","zhang2015so","1","arousal","mcc","mean",0.84,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"89","zhang2016br-various-l1logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 logistic regression","intensity","zhang2015so","1","valence","mcc","mean",0.64,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"90","zhang2016br-various-l1logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 logistic regression","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"91","zhang2016br-various-l2logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l2 logistic regression","intensity","zhang2015so","1","arousal","mcc","mean",0.83,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"92","zhang2016br-various-l2logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l2 logistic regression","intensity","zhang2015so","1","valence","mcc","mean",0.68,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"93","zhang2016br-various-l2logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l2 logistic regression","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"94","zhang2016br-various-l1supportvectorregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 support vector regression","intensity","zhang2015so","1","arousal","mcc","mean",0.83,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"95","zhang2016br-various-l1supportvectorregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 support vector regression","intensity","zhang2015so","1","valence","mcc","mean",NA,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"96","zhang2016br-various-l1supportvectorregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","l1 support vector regression","intensity","zhang2015so","1","valence","mcc","median",0.72,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"97","zhang2016br-various-reguliarizeddiscriminantanalysis-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","reguliarized discriminant analysis","intensity","zhang2015so","1","arousal","mcc","mean",0.83,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"98","zhang2016br-various-reguliarizeddiscriminantanalysis-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","reguliarized discriminant analysis","intensity","zhang2015so","1","valence","mcc","mean",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"99","zhang2016br-various-reguliarizeddiscriminantanalysis-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","reguliarized discriminant analysis","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"100","zhang2016br-various-logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","logistic regression","intensity","zhang2015so","1","arousal","mcc","mean",0.8,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"101","zhang2016br-various-logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","logistic regression","intensity","zhang2015so","1","valence","mcc","mean",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"102","zhang2016br-various-logisticregression-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","logistic regression","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Linear Methods","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"103","zhang2016br-various-polynomialsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","polynomial svm","intensity","zhang2015so","1","arousal","mcc","mean",0.774,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"104","zhang2016br-various-polynomialsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","polynomial svm","intensity","zhang2015so","1","valence","mcc","mean",NA,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"105","zhang2016br-various-polynomialsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","polynomial svm","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"106","zhang2016br-various-linearsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","linear svm","intensity","zhang2015so","1","arousal","mcc","mean",0.814,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"107","zhang2016br-various-linearsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","linear svm","intensity","zhang2015so","1","valence","mcc","mean",NA,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
"108","zhang2016br-various-linearsvm-intensity-zhang2015so-1","zhang2016br","   NEUROCOMPUTING"," chinese pop  ","classification",171,119," 10  "," MA Toolbox, MIR Toolbox, coversongs  "," filter methods, wrapper methods, shrinkage methods. Details: Relief-R-2, Relief-F-3, Correlation-Based (Pearson, Spearman, information-gain, gain-ratio) Forward Selection-AIC, L1-regularized logistic regression. Optimized through grid search  ","various","linear svm","intensity","zhang2015so","1","valence","mcc","median",NA,"Zhang et al 2016","Flexible Discriminants","SingleGenre","Engineering",1,"Feature n > 30 & < 300"
